Business / DBA Name,Legal Entity Name,Street Address,City,State,ZIP Code,NAICS Code,Industry Category,Entity Type,Permit Issue Date,MSSP Regulatory Sales Hook
GLOBALFULFILLMENT,CHELSRY LLC,16501 CENTRAL GREEN BLVD STE 200,HOUSTON,TX,77032,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2024-06-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
GO COURIER MIAMI LLC,GO COURIER MIAMI LLC,15200 MEMORIAL DR UNIT 3401,HOUSTON,TX,77079,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-05-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
"GOW TRUCKING, LP","GOW TRUCKING, LP",3510 GREENHOUSE RD,HOUSTON,TX,77084,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type PL,2005-11-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
GREATWIDE DISTRIBUTION LOGISTICS,"BIRCHSTONE MANAGEMENT, LLC",225 PORTWALL ST STE 300,HOUSTON,TX,77029,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2014-08-08T00:00:00.000,Supply Chain / Port Operations Business Continuity
"GREEN DRAGON INTERNATIONAL LOGISTICS, LLC","GREEN DRAGON INTERNATIONAL LOGISTICS, LLC",8300 BISSONNET ST STE 460C,HOUSTON,TX,77074,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2024-04-26T00:00:00.000,Supply Chain / Port Operations Business Continuity
"GREEN DRAGON INTERNATIONAL LOGISTICS, LLC","GREEN DRAGON INTERNATIONAL LOGISTICS, LLC",9999 BELLAIRE BLVD STE 999,HOUSTON,TX,77036,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-01-20T00:00:00.000,Supply Chain / Port Operations Business Continuity
GREEN LOOP 888 TRUCKING LLC,GREEN LOOP 888 TRUCKING LLC,5301 POLK ST BLDG 21,HOUSTON,TX,77023,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2023-01-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
GREENSPOINT STORE & LOCK,"GREENSPOINT STORE & LOCK, LTD.",1209 ALDINE BENDER RD,HOUSTON,TX,77032,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PL,1994-09-30T00:00:00.000,Supply Chain / Port Operations Business Continuity
GREY WOLF SUPPLY INC.,PD SUPPLY INC.,10370 RICHMOND AVE STE 600,HOUSTON,TX,77042,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2009-05-20T00:00:00.000,Supply Chain / Port Operations Business Continuity
"GRM DOCUMENT STORAGE, LLC","GRM DOCUMENT STORAGE, LLC",10310 HARWIN DR,HOUSTON,TX,77036,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2015-04-27T00:00:00.000,Supply Chain / Port Operations Business Continuity
GULF COAST AUTO STORAGE LLC,GULF COAST AUTO STORAGE LLC,13800 LEW BRIGGS RD,HOUSTON,TX,77047,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2016-06-03T00:00:00.000,Supply Chain / Port Operations Business Continuity
GULF COAST CONNECTION,GULF COAST CONNECTION LLC,6671 SOUTHWEST FWY # 730,HOUSTON,TX,77074,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2023-10-26T00:00:00.000,Supply Chain / Port Operations Business Continuity
"GXO LOGISTICS SUPPLY CHAIN, INC.","GXO LOGISTICS SUPPLY CHAIN, INC.",16607 CENTRAL GREEN BLVD,HOUSTON,TX,77032,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2023-04-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
H ONE TX LOGISTICS INC,"H ONE TX LOGISTICS, INC.",16615 NORTH FWY,HOUSTON,TX,77090,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2024-11-08T00:00:00.000,Supply Chain / Port Operations Business Continuity
"HAFFAN LAB, INC","HAFFAN LAB, INC.",1500 BRITTMOORE RD STE 201,HOUSTON,TX,77043,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2025-06-26T00:00:00.000,Supply Chain / Port Operations Business Continuity
HARRIS COUNTY HAULING,HARRIS COUNTY HAULING LLC,8111 SILENT CEDARS DR,HOUSTON,TX,77095,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2022-08-03T00:00:00.000,Supply Chain / Port Operations Business Continuity
HARWIN AUTO STORAGE,"BELLAIRE STORAGE LOT, LLC",7400B HARWIN DR # 354,HOUSTON,TX,77036,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2014-10-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
HEIGHTS MINI STORAGE,WEST BELLFORT SELF  STORAGE LLC,100 LOUISE ST,HOUSTON,TX,77009,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2014-12-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
HENRY ROAD STORAGE,HENRY ROAD STORAGE CORP,14924 HENRY RD,HOUSTON,TX,77060,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2021-03-04T00:00:00.000,Supply Chain / Port Operations Business Continuity
HERMES IBARGOLLIN HERNANDEZ,HERMES IBARGOLLIN HERNANDEZ,9618 TRIOLA LN,HOUSTON,TX,77036,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2026-08-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
HONEYWELL,HONEYWELL INTERNATIONAL INC.,11201 GREENS CROSSING BLVD,HOUSTON,TX,77067,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2012-10-04T00:00:00.000,Supply Chain / Port Operations Business Continuity
HOUSTON MINI STORAGE #7,"HOUSTON MINI STORAGE #5, LTD.",1921 HOLLISTER ST,HOUSTON,TX,77080,493000,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PL,2003-02-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IMPERIAL RECOVERY SERVICES, INC","IMPERIAL RECOVERY SERVICES, INC",7783 AIRPORT BLVD,HOUSTON,TX,77061,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type CP,2018-08-31T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IMPERIAL RECOVERY SERVICES, INC","IMPERIAL RECOVERY SERVICES, INC",15847 LEE RD,HOUSTON,TX,77032,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type CP,2018-08-31T00:00:00.000,Supply Chain / Port Operations Business Continuity
INDUSTRIAL WASTE SOLUTIONS LLC,INDUSTRIAL WASTE SOLUTIONS LLC,10234 LUCORE ST,HOUSTON,TX,77017,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2016-06-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
"INFINITY FUELS, INC.","INFINITY FUELS, INC.",14405 WALTERS RD STE 145,HOUSTON,TX,77014,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2024-01-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
INTERLOGISTICS,DAVID G ROMERO,1958 WINROCK BLVD APT 435,HOUSTON,TX,77057,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2021-10-27T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",3502 BISSONNET ST,HOUSTON,TX,77005,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",15333 HEMPSTEAD RD,HOUSTON,TX,77040,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",3643 WILLOWBEND BLVD STE 600,HOUSTON,TX,77054,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",5249 GLENMONT DR,HOUSTON,TX,77081,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",5075 SOUTH LOOP E,HOUSTON,TX,77033,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",5603 S RICE AVE,HOUSTON,TX,77081,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",487 W 38TH ST,HOUSTON,TX,77018,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",4013 W 11TH ST,HOUSTON,TX,77055,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",6203 BINGLE RD,HOUSTON,TX,77092,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",10310 HARWIN DR,HOUSTON,TX,77036,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",2020 TAYLOR ST,HOUSTON,TX,77007,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",2120 W SAM HOUSTON PKWY N,HOUSTON,TX,77043,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",11500 MAIN ST STE 110,HOUSTON,TX,77025,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",11502 MAIN ST STE 204-6,HOUSTON,TX,77025,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",2010 W SAM HOUSTON PKWY S,HOUSTON,TX,77042,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",6605 ROXBURGH DR STE 400,HOUSTON,TX,77041,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",1521 GREENGRASS DR,HOUSTON,TX,77008,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",4300 WINDFERN RD STE 400,HOUSTON,TX,77041,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC","IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",202 W 38TH ST,HOUSTON,TX,77018,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2022-03-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT, LLC","IRON MOUNTAIN INFORMATION MANAGEMENT, LLC",2010 SAM HOUSTON PKY N,HOUSTON,TX,77043,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2004-03-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT, LLC","IRON MOUNTAIN INFORMATION MANAGEMENT, LLC",3502 BISSONNET ST,HOUSTON,TX,77005,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,1991-05-20T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT, LLC","IRON MOUNTAIN INFORMATION MANAGEMENT, LLC",5603 S RICE AVE,HOUSTON,TX,77081,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2004-03-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT, LLC","IRON MOUNTAIN INFORMATION MANAGEMENT, LLC",11925 WINDFERN RD,HOUSTON,TX,77064,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2006-08-07T00:00:00.000,Supply Chain / Port Operations Business Continuity
"IRON MOUNTAIN INFORMATION MANAGEMENT, LLC","IRON MOUNTAIN INFORMATION MANAGEMENT, LLC",1521 GREENS RD,HOUSTON,TX,77032,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2014-09-25T00:00:00.000,Supply Chain / Port Operations Business Continuity
J A GAMEZ TRUCKING,JOSE A GAMEZ,1838 TIDWELL LN,HOUSTON,TX,77093,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2007-09-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
J B HUNT TRANSPORT INC,"J.B. HUNT TRANSPORT, INC.",350 GELLHORN DR,HOUSTON,TX,77013,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2005-12-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
J B REPAIR LLC,J B REPAIR LLC,14214 CYPRESS MEADOWS DR,HOUSTON,TX,77047,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2021-06-16T00:00:00.000,Supply Chain / Port Operations Business Continuity
"J MARTINEZ TRUCKING, INC.","J MARTINEZ TRUCKING, INC.",5722 BINGLE RD STE A,HOUSTON,TX,77092,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2015-06-01T00:00:00.000,Supply Chain / Port Operations Business Continuity
J PEREZ INVESTMENTS LLC,"J PEREZ INVESTMENTS, LLC",131 FRELS LN,HOUSTON,TX,77076,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-05-13T00:00:00.000,Supply Chain / Port Operations Business Continuity
J&G TRANSPORT SERVICE,JORGE A GAMEZ BETANCOURT,1815 FALLOW LN,HOUSTON,TX,77049,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2023-07-22T00:00:00.000,Supply Chain / Port Operations Business Continuity
J. EMILIO RODRIGUEZ TRUCKING LLC,J. EMILIO RODRIGUEZ TRUCKING LLC,7903 COOLGROVE DR,HOUSTON,TX,77049,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2023-06-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
"JACOBSON WAREHOUSE COMPANY, INC.","GXO WAREHOUSE COMPANY, INC.",9255 RAILWOOD DR,HOUSTON,TX,77078,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2018-06-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
"JAG LOGISTICS & DELIVERY, LLC","JAG LOGISTICS & DELIVERY, LLC",10015 N ELDRIDGE PKWY # 114,HOUSTON,TX,77065,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2014-09-08T00:00:00.000,Supply Chain / Port Operations Business Continuity
JCGR ENTERPRISES INC,JCGR ENTERPRISES INC,5301 POLK ST,HOUSTON,TX,77023,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2025-08-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
JR DIAMOND J TRUCKING INC,"JR DIAMOND J TRUCKING, INC.",6201 BROOKFIELD DR,HOUSTON,TX,77085,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2025-08-15T00:00:00.000,Supply Chain / Port Operations Business Continuity
"JREAM KINGS TRANSPORT, LLC","JREAM KINGS TRANSPORT, LLC",17603 CHATHAM WAY DR,HOUSTON,TX,77084,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2024-02-22T00:00:00.000,Supply Chain / Port Operations Business Continuity
K-SOLV LP,"K-SOLV CHEMICALS, LLC",952 ECHO LN STE 400,HOUSTON,TX,77024,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2007-11-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
KABASON AUTOS TOWING SERVICES LLC,KABASON AUTOS TOWING SERVICES LLC,11675 W BELLFORT AVE APT 408,HOUSTON,TX,77099,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-06-26T00:00:00.000,Supply Chain / Port Operations Business Continuity
"KAPPA CONTAINERS, LLC","KAPPA CONTAINERS, LLC",13165 W LAKE HOUSTON PKWY STE 426,HOUSTON,TX,77044,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2025-08-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
KINDER MORGAN CRUDE TO RAIL LLC,KINDER MORGAN CRUDE TO RAIL LLC,13609 INDUSTRIAL RD,HOUSTON,TX,77015,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2019-02-27T00:00:00.000,Supply Chain / Port Operations Business Continuity
KINGDOM FREIGHT LLC,KINGDOM FREIGHT LLC,3323 MCCUE RD APT 1746,HOUSTON,TX,77056,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-07-24T00:00:00.000,Supply Chain / Port Operations Business Continuity
"KPH LOGISTICS, INC.","KPH LOGISTICS, INC.",11511 N PETROPARK DR,HOUSTON,TX,77041,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2018-06-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
KR EXPRESS TRANSPORT LLC,KR EXPRESS TRANSPORT LLC,9611 HIGHMEADOW DR,HOUSTON,TX,77063,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Corporation / Corporate Entity,2026-06-20T00:00:00.000,Supply Chain / Port Operations Business Continuity
L ANGEL AUTO STORAGE LOT,LUIS A FLORES,11384 HARWIN DR STE A,HOUSTON,TX,77072,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type IS,2017-11-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
L&K LOGISTICS,SHAVONS CREATION ENTERPRISES LLC,4217 CAPLIN ST,HOUSTON,TX,77026,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-05-27T00:00:00.000,Supply Chain / Port Operations Business Continuity
L&W HEAVY HAUL CORP.,L&W HEAVY HAUL CORP.,6220 WESTPARK DR STE 149,HOUSTON,TX,77057,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2026-07-07T00:00:00.000,Supply Chain / Port Operations Business Continuity
L.R.O. MATERIALS & TRUCKING LLC,L.R.O. MATERIALS & TRUCKING LLC,2929 ANTOINE DR STE B,HOUSTON,TX,77092,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2020-03-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
LA GREENS USA LLC,"LA GREENS USA, LLC",4801 WOODWAY DR STE 275E,HOUSTON,TX,77056,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2024-08-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
"LINEAGE LOGISTICS PFS, LLC","LINEAGE LOGISTICS PFS, LLC",555 ALEEN ST,HOUSTON,TX,77029,493120,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2020-08-04T00:00:00.000,Supply Chain / Port Operations Business Continuity
"LINEAGE LOGISTICS PFS, LLC","LINEAGE LOGISTICS PFS, LLC",7080 EXPRESS LN,HOUSTON,TX,77078,493120,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2020-08-04T00:00:00.000,Supply Chain / Port Operations Business Continuity
"LINEAGE LOGISTICS, LLC","LINEAGE LOGISTICS, LLC",7500 UVALDE RD,HOUSTON,TX,77049,493120,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2023-05-04T00:00:00.000,Supply Chain / Port Operations Business Continuity
LMB LLC,LMB LLC,12507 LANDON LIGHT LN,HOUSTON,TX,77038,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-01-24T00:00:00.000,Supply Chain / Port Operations Business Continuity
LO KEY INVESTMENTS LLC,LO KEY INVESTMENTS LLC,13129 KUYKENDAHL RD # C,HOUSTON,TX,77090,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2025-04-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
LOGISTIX US LLC,LOGISTIX US LLC,17350 STATE HIGHWAY 249 STE 22011884,HOUSTON,TX,77064,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-03-01T00:00:00.000,Supply Chain / Port Operations Business Continuity
LONESTAR FULFILLMENT LLC,LONESTAR FULFILLMENT LLC,3800 BRITTMOORE RD STE 190,HOUSTON,TX,77043,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2023-02-15T00:00:00.000,Supply Chain / Port Operations Business Continuity
M A C COSMETICS INC,M.A.C. COSMETICS INC.,5015 WESTHEIMER RD STE 3330,HOUSTON,TX,77056,493000,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2001-07-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
M A C COSMETICS INC,M.A.C. COSMETICS INC.,2411 TIMES BLVD STE 130,HOUSTON,TX,77005,493000,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2003-08-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
"M C TANK TRANSPORT, INC.","M C TANK TRANSPORT, INC.",8700 INDUSTRIAL DR,HOUSTON,TX,77029,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2017-03-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
M&M TOP TIER TRANSPORTATION,GENERAL NERVIS,8510 WOODLYN RD,HOUSTON,TX,77028,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2026-05-16T00:00:00.000,Supply Chain / Port Operations Business Continuity
M.R DAVISON LOGISTICS,M.R DAVISON LOGISTICS LLC,1438 BANBURY CT,HOUSTON,TX,77073,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2021-04-24T00:00:00.000,Supply Chain / Port Operations Business Continuity
"MACKEY COMPANY, LLC.","MACKEY COMPANY, LLC",12306 SHILOH CHURCH RD,HOUSTON,TX,77066,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2023-08-31T00:00:00.000,Supply Chain / Port Operations Business Continuity
MACVIN LOGISTICS LLC,MACVIN LOGISTICS LLC,3724 CYPRESS CREEK PKWY STE 300R,HOUSTON,TX,77068,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-02-25T00:00:00.000,Supply Chain / Port Operations Business Continuity
MAHMOOD & SONS INC,MAHMOOD & SON'S INC,17526 WAVERLY GROVE DR,HOUSTON,TX,77084,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2025-12-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
"MAMA LYCHA LOGISTICS, LLC","MAMA LYCHA LOGISTICS, LLC",727 CENTURY PLAZA DR,HOUSTON,TX,77073,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2023-11-22T00:00:00.000,Supply Chain / Port Operations Business Continuity
MANUEL GUEL READY MIX LLC,MANUEL GUEL READY MIX LLC,1312 DE BOLL ST,HOUSTON,TX,77022,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-02-25T00:00:00.000,Supply Chain / Port Operations Business Continuity
